福特 福克斯 2012款 三厢 1.6L 手动舒适型,3.38,6.63万公里,1.6L,手动
大众POLO 2016款 1.4L 自动风尚型,5.80,2.84万公里,1.4L,自动
现代ix35 2010款 2.0L 自动两驱新锐版GL,4.98,9.14万公里,2.0L,自动
福特 福克斯 2013款 两厢经典 1.8L 自动基本型,4.48,2.2万公里,1.8L,自动
丰田 YARiS L 致炫 2016款 改款 1.5E CVT魅动版,6.36,3.52万公里,1.5L,自动
哈弗H6 2013款 运动版 1.5T 手动两驱精英型,5.30,8.06万公里,1.5T,手动
大众 桑塔纳 2019款 1.5L 自动风尚版 国VI,6.88,0.74万公里,1.5L,自动
大众 2019款 宝来·传奇 1.5L 自动时尚型 国VI,7.58,2.46万公里,1.5L,自动
哈弗H5 2013款 智尊版 2.0T手动两驱精英型,4.35,5.2万公里,2.0T,手动
五十铃皮卡 2015款 3.0T四驱4KH1CT,10.70,3.62万公里,3.0T,手动
日产 骐达 2019款 1.6L CVT酷动版 国VI,9.90,0.74万公里,1.6L,自动
现代 瑞纳 2014款 1.4L 手动智能型GLS,3.48,5.65万公里,1.4L,手动
铃木 天语 SX4 2011款 两厢 1.6L 自动运动型,2.88,19.01万公里,1.6L,自动
福特 嘉年华 2011款 两厢 1.5L 自动时尚型,2.88,5.8万公里,1.5L,自动
福特 福克斯 2015款 三厢 EcoBoost 125 自动超能风尚型,6.98,7.57万公里,1.0T,自动
大众 捷达 2015款 质惠版 1.6L 手动时尚型,4.58,8.2万公里,1.6L,手动
大众 迈腾 2013款 1.8TSI 豪华型,10.28,14.97万公里,1.8T,自动
丰田 汉兰达 2015款 2.0T 四驱精英版 7座,23.50,4.71万公里,2.0T,自动
大众 速腾 2014款 1.6L 自动舒适型,7.30,7.43万公里,1.6L,自动
丰田 YARiS L 致享 2017款 1.5E CVT魅动版,7.28,4.58万公里,1.5L,自动
奔驰E级 2010款 E 200 CGI 优雅型(进口),12.60,15.14万公里,1.8T,自动
大众 迈腾 2015款 1.8TSI 尊贵型,11.80,8.3万公里,1.8T,自动
大众 途观 2015款 1.8TSI 自动四驱豪华型,12.68,7.1万公里,1.8T,自动
江淮 瑞风S3 2016款 1.5L 手动豪华智能尊享版,3.20,6.92万公里,1.5L,手动
大众POLO 2016款 1.6L 自动豪华型,6.80,4.19万公里,1.6L,自动
江淮 瑞风S3 2017款 1.6L 手动豪华智能型,3.78,2.91万公里,1.6L,手动
现代 名图 2014款 1.8L 自动智能型GLS,7.98,7.32万公里,1.8L,自动
奥迪A6L 2011款 2.0 TFSI 自动标准型,13.98,3.48万公里,2.0T,自动
福特 翼搏 2017款 1.5L 自动风尚型,6.80,4.08万公里,1.5L,自动
奥迪Q5 2011款 2.0TFSI 技术型,12.60,10.68万公里,2.0T,自动
大众 高尔夫 2012款 1.6 自动舒适型,5.85,6.79万公里,1.6L,自动
大众 朗逸 2015款 1.6L 自动风尚版,7.50,6.48万公里,1.6L,自动
大众 捷达 2015款 质惠版 1.6L 自动舒适型,6.35,3.49万公里,1.6L,自动
起亚 福瑞迪 2012款 1.6L AT GL 纪念版,4.38,5.14万公里,1.6L,自动
MINI Countryman 2011款 1.6L ONE,11.50,7.99万公里,1.6L,自动
哈弗H6 2012款 1.5T 手动两驱精英型,3.60,9.76万公里,1.5T,手动
大众 朗逸 2013款 改款经典 1.6L 自动舒适版,6.58,3.92万公里,1.6L,自动
现代ix35 2012款 2.0L 自动两驱精英版GLS,6.40,9.2万公里,2.0L,自动
纳智捷 U5 SUV 2017款 1.6L CVT骑士版,6.60,1.96万公里,1.6L,自动
Jeep 自由侠 2017款 180T 自动动能版+,8.80,0.84万公里,1.4T,自动
本田 雅阁 2011款 2.0L EX Navi,8.80,9.85万公里,2.0L,自动
别克GL8 2014款 2.4L 行政版,13.30,5万公里,2.4L,自动
福特 翼虎 2013款 2.0L GTDi 四驱尊贵型,8.80,9.57万公里,2.0T,自动
菲亚特 菲翔 2012款 1.4T 自动劲享版,4.80,5.05万公里,1.4T,自动
福特 探险者 2016款 2.3T 精英版(进口),27.58,6.18万公里,2.3T,自动
大众 帕萨特 2011款 1.8TSI DSG御尊版,7.80,16.4万公里,1.8T,自动
大众 朗逸 2017款 1.6L 自动舒适版,7.50,7.82万公里,1.6L,自动
别克GL8 2014款 2.4L 经典版,12.38,4.3万公里,2.4L,自动
五菱荣光V 2015款 1.5L实用型,2.86,2.26万公里,1.5L,手动
福特 福睿斯 2015款 1.5L 自动时尚型,5.90,9.95万公里,1.5L,自动
大众 途观 2016款 300TSI 自动两驱豪华版,12.99,6.23万公里,1.8T,自动
别克 威朗 2017款 三厢 15S 自动领先型,7.38,6.82万公里,1.5L,自动
三菱 欧蓝德EX劲界 2011款 劲界 2.0 都市版(进口),7.18,10.74万公里,2.0L,自动
大众 途安 2013款 1.4T 自动舒适版5座,7.30,7.23万公里,1.4T,自动
雪佛兰 科鲁兹 2015款 1.5L 经典 SE AT,5.78,7.08万公里,1.5L,自动
英菲尼迪QX50 2015款 2.5L 悦享版,21.50,4万公里,3.0L,自动
奔驰GLA级 2017款 GLA 200 动感型,18.58,3.12万公里,1.6T,自动
力帆 轩朗 2017款 2.0L CVT舒适型,5.08,4.86万公里,2.0L,自动
别克 昂科拉 2015款 1.4T 自动两驱都市精英型,6.20,7.86万公里,1.4T,自动
别克 英朗 2021款 改款 典范 1.5L 自动精英型,8.68,0.01万公里,1.5L,自动
大众 帕萨特 2014款 2.0TSI DSG御尊版,10.58,8.87万公里,2.0T,自动
现代ix35 2013款 2.0L 自动两驱舒适型GL 国IV,6.98,7.14万公里,2.0L,自动
本田 奥德赛 2013款 2.4L 豪华版,12.80,7万公里,2.4L,自动
宝马X1 2012款 sDrive18i 豪华型,10.40,6.27万公里,2.0L,自动
英菲尼迪QX50 2015款 2.5L 悦享版,19.58,4.79万公里,2.5L,自动
宝马5系 2014款 520Li 典雅型,20.00,11.76万公里,2.0T,自动
林肯MKX 2015款 2.0T 两驱尊享版,19.98,12.03万公里,2.0T,自动
起亚K3 2016款 1.6L 自动GL,6.20,5.81万公里,1.6L,自动
起亚K3 2015款 1.6L 自动GLS,6.58,4.9万公里,1.6L,自动
大众POLO 2018款 1.5L 自动安驾型,7.60,1.52万公里,1.5L,自动
长安CS35 2017款 1.6L 自动豪华型,6.50,2.8万公里,1.6L,自动
宝马5系 2011款 520Li 典雅型,15.80,11.93万公里,2.5L,自动
奔腾X40 2019款 1.6L 自动豪华型 国V,5.58,4.03万公里,1.6L,自动
大众 朗逸 2011款 1.4TSI 手动品轩版,4.00,16.94万公里,1.4T,手动
别克 英朗 2013款 GT 1.6L 自动舒适版,4.48,12.78万公里,1.6L,自动
哈弗H2 2014款 1.5T 手动两驱尊贵版,4.85,4.89万公里,1.5T,手动
丰田 RAV4 2009款 2.0L 自动豪华版,6.60,14.98万公里,2.0L,自动
大众 宝来 2013款 1.6L 自动时尚型,5.30,8.68万公里,1.6L,自动
福特 蒙迪欧 2013款 2.0L GTDi200豪华型,9.18,6.88万公里,2.0T,自动
奥迪Q3 2015款 35 TFSI quattro 豪华型,16.10,6.64万公里,2.0T,自动
丰田 凯美瑞 2019款 改款 双擎 2.5HG 豪华版,23.88,0.01万公里,2.5L,自动
本田XR-V 2020款 220 TURBO CVT豪华版,14.50,0.02万公里,1.5T,自动
大众POLO 2009款 劲情 1.4L 手动时尚版,1.95,10.6万公里,1.4L,手动
起亚K3 2016款 1.6L 手动GLS,5.88,7.45万公里,1.6L,手动
海马 福美来 2014款 M5 1.6L 手动时尚型,2.30,6.91万公里,1.6L,手动
起亚KX5 2016款 1.6T 自动两驱Premium,9.08,5.9万公里,1.6T,自动
现代 名图 2014款 1.8L 自动尊贵型DLX,8.18,6.11万公里,1.8L,自动
日产 阳光 2011款 1.5XE 手动舒适版,3.00,10.23万公里,1.5L,手动
北汽幻速H2 2015款 1.5L AMT尊贵型BJ415C,2.50,4.81万公里,1.5L,自动
现代 朗动 2015款 1.6L 自动领先型,6.30,7.05万公里,1.6L,自动
大众 途安 2011款 1.4T 自动智雅版5座,7.60,7.72万公里,1.4T,自动
别克 君威 2015款 1.6T 精英技术型,9.88,7.53万公里,1.6T,自动
众泰T300 2017款 1.5L 手动尊享型,3.20,3.61万公里,1.5L,手动
马自达6 2013款 2.0L 自动时尚型,5.90,5.61万公里,2.0L,自动
哈弗H2 2016款 红标 1.5T 手动两驱豪华型,5.04,5.57万公里,1.5T,手动
奔驰GLA级 2016款 GLA 200 时尚型,18.58,3.72万公里,1.6T,自动
本田XR-V 2017款 1.8L EXi CVT舒适版,12.28,1.98万公里,1.8L,自动
大众 途锐 2011款 3.0TSI 标配型(进口),17.88,9.24万公里,3.0T,自动
起亚 新佳乐 2011款 2.0L 7座自动标准版(进口),3.98,17.15万公里,2.0L,自动
大众CC 2010款 2.0TSI 豪华型,8.60,15.67万公里,2.0T,自动
长安CS35 2014款 1.6L 手动豪华型 国IV,3.88,8万公里,1.6L,手动
日产 逍客 2012款 2.0XL 火 CVT 2WD,7.70,4.96万公里,2.0L,自动
比亚迪 速锐 2012款 1.5TI 手动豪华型,2.55,13.67万公里,1.5T,手动
别克 英朗 2018款 18T 自动精英型,6.98,5.24万公里,1.3T,自动
斯柯达 明锐 2015款 经典款 1.6L 自动逸致版,6.60,4.13万公里,1.6L,自动
长安CX20 2014款 1.4L 手动运动版 国IV,2.30,4.24万公里,1.4L,手动
福特 福克斯 2012款 三厢 1.6L 自动风尚型,4.88,11.56万公里,1.6L,自动
现代 索纳塔八 2011款 2.0L 自动尊贵版,5.05,13.31万公里,2.0L,自动
宝骏 乐驰 2012款 改款 1.2L 手动运动版活力型,2.48,0.3万公里,1.2L,手动
宝马3系 2014款 320i 时尚型,15.88,6.98万公里,2.0T,自动
宝马3系 2010款 318i 领先型,7.50,11.88万公里,2.0L,自动
丰田 汉兰达 2015款 2.0T 四驱豪华版 7座,24.80,5.5万公里,2.0T,自动
凯迪拉克XTS 2016款 28T 精英型,17.58,8.41万公里,2.0T,自动
日产 逍客 2016款 2.0L CVT豪华版,10.58,7.17万公里,2.0L,自动
大众 途观 2013款 2.0TSI 自动四驱旗舰版,12.80,9.56万公里,2.0T,自动
大众CC 2016款 1.8TSI 豪华型,17.80,4.73万公里,1.8T,自动
奥迪Q5 2013款 40 TFSI 技术型,16.99,13.77万公里,2.0T,自动
本田 飞度 2016款 1.5L LX CVT舒适型,7.28,4.52万公里,1.5L,自动
丰田 凯美瑞 2012款 骏瑞 2.0S 耀动版,9.38,9.32万公里,2.0L,自动
大众 宝来 2014款 1.4TSI 手动舒适型,6.60,5.15万公里,1.4T,手动
丰田C-HR 2018款 2.0L 领先天窗版 国V,13.80,0.85万公里,2.0L,自动
众泰SR9 2017款 2.0T 自动极致之光版,5.19,6万公里,2.0T,自动
丰田 汉兰达 2015款 2.0T 四驱豪华版 7座,27.50,8.08万公里,2.0T,自动
三菱 劲炫ASX 2013款 2.0L CVT四驱尊贵版,7.10,14.09万公里,2.0L,自动
奔驰C级 2013款 C 260 CGI 优雅型,13.50,14.19万公里,1.8T,自动
哈弗H6 2011款 2.0L 手动两驱精英型,3.60,4.79万公里,2.0L,手动
大众 朗逸 2011款 1.6L 自动品雅版,4.28,5.47万公里,1.6L,自动
宝马3系 2011款 320i 豪华型,8.78,14.77万公里,2.0L,自动
本田 锋范 2018款 1.5L CVT舒适版,6.98,1.83万公里,1.5L,自动
雷诺 卡缤 2015款 1.2T 自动标准版(进口),5.88,5.67万公里,1.2T,自动
凯迪拉克ATS 2014款 28T 舒适型(进口),12.98,10.21万公里,2.0T,自动
别克 君越 2016款 20T 精英型,14.68,4.31万公里,1.5T,自动
大众 朗逸 2015款 230TSI 手动舒适版,6.38,5.67万公里,1.4T,手动
福特 翼虎 2015款 2.0L GTDi 四驱尊贵型,12.03,8.22万公里,2.0T,自动
宝马X1 2012款 sDrive18i 时尚型,10.80,9.2万公里,2.0L,自动
大众 宝来 2014款 1.6L 自动舒适型,6.30,1.54万公里,1.6L,自动
宝马3系 2013款 320Li 时尚型,15.50,7.39万公里,2.0T,自动
斯柯达 昕锐 2013款 1.6L 手动智选型,4.26,8.18万公里,1.6L,手动
标致408 2011款 2.0L 自动舒适版,3.88,10.94万公里,2.0L,自动
标致308 2014款 乐享版 经典 1.6L 自动优尚型,5.30,9.92万公里,1.6L,自动
启辰R50X 2015款 1.6L 自动潮流版,5.28,2.3万公里,1.6L,自动
英菲尼迪QX50 2015款 2.5L 悦享版,18.50,6.59万公里,2.5L,自动
丰田 凯美瑞 2013款 200E 经典精英版,9.20,8.08万公里,2.0L,自动
斯柯达 速派 2016款 TSI280 DSG创行版,10.68,7.03万公里,1.4T,自动
大众 途观 2012款 1.8TSI 自动四驱风尚版,8.68,17.67万公里,1.8T,自动
福特 福克斯 2009款 两厢 1.8L 手动舒适型,2.70,8.85万公里,1.8L,手动
福特 蒙迪欧 2013款 2.0L GTDi200豪华型,9.00,7.9万公里,2.0T,自动
别克 英朗 2016款 15N 自动豪华型,6.50,4.75万公里,1.5L,自动
丰田 威驰FS 2017款 1.5L CVT锋驰版,6.28,4.81万公里,1.5L,自动
起亚K3 2013款 1.6L 自动DLX,5.58,8.05万公里,1.6L,自动
日产 轩逸 2014款 1.6XV CVT尊享版,7.59,6.82万公里,1.6L,自动
本田 歌诗图 2012款 2.4L 豪华版,8.80,13.33万公里,2.4L,自动
大众 朗逸 2011款 1.6L 自动品悠版,4.68,9.53万公里,1.6L,自动
奥迪A5 2010款 2.0TFSI Coupe(进口),12.18,6.98万公里,2.0T,自动
现代 悦动 2008款 1.6L AT GLS,3.18,16.57万公里,1.6L,自动
奥迪Q7 2010款 3.6 FSI quattro 豪华型(进口),19.80,19.25万公里,3.6L,自动
东风风行 景逸XV 2015款 1.6L CVT豪华型,3.78,4.39万公里,1.6L,自动
起亚 智跑 2012款 2.0L 自动两驱版GL,5.80,7.39万公里,2.0L,自动
现代 全新胜达 2015款 2.4L 自动四驱智能型 5座,11.90,7.44万公里,2.4L,自动
福特 福克斯 2011款 三厢 1.8L 自动时尚型,3.29,7.96万公里,1.8L,自动
丰田 卡罗拉 2018款 1.2T S-CVT GL智享版,9.98,3.1万公里,1.2T,自动
起亚K3 2016款 1.6L 自动GL,6.28,3.72万公里,1.6L,自动
福特 福睿斯 2017款 幸福版 1.5L 自动时尚型,6.20,4.19万公里,1.5L,自动
哈弗H6 2018款 蓝标 运动版 1.5T 自动两驱精英型,8.88,3.21万公里,1.5T,自动
大众 捷达 2015款 质惠版 1.4L 手动时尚型,4.60,6.15万公里,1.4L,手动
大众 帕萨特 2015款 1.8TSI DSG尊荣版,11.30,7.11万公里,1.8T,自动
大众 朗逸 2013款 改款经典 1.6L 自动风尚版,5.80,9.44万公里,1.6L,自动
本田XR-V 2017款 1.8L EXi CVT舒适版,11.38,3.24万公里,1.8L,自动
传祺GS4 2015款 200T G-DCT豪华版,6.30,12.27万公里,1.3T,自动
纳智捷 优6 SUV 2014款 1.8T 时尚型,5.90,7.51万公里,1.8T,自动
标致408 2013款 2.0L 自动舒适版,5.48,10.2万公里,2.0L,自动
现代 领动 2016款 1.6L 自动智炫·精英型,7.88,4.2万公里,1.6L,自动
丰田 凯美瑞 2018款 2.5HG 豪华版,20.28,1.81万公里,2.5L,自动
大众 朗逸 2015款 1.6L 自动风尚版,7.50,6.16万公里,1.6L,自动
大众POLO 2016款 1.4L 自动风尚型,5.90,3.49万公里,1.4L,自动
大众 捷达 2017款 1.5L 自动时尚型,6.84,0.84万公里,1.5L,自动
奥迪A3 2012款 Sportback 1.4T 豪华型(进口),7.98,8.66万公里,1.4T,自动
日产 轩逸 2012款 1.6XE CVT舒适版,4.98,7.08万公里,1.6L,自动
比亚迪S7 2016款 2.0T 自动尊贵型Plus,6.80,5.58万公里,2.0T,自动
长城C30 2012款 1.5L 手动豪华型,2.08,8.63万公里,1.5L,手动
丰田 卡罗拉 2017款 改款 1.6L S-CVT GL,9.18,4.08万公里,1.6L,自动
马自达CX-3 2018款 2.0L 自动尊贵型(进口),11.38,2.05万公里,2.0L,自动
福特 蒙迪欧-致胜 2011款 2.0L GTDi200时尚型,6.20,7.83万公里,2.0T,自动
江淮 瑞风S3 2014款 1.5L 手动豪华型,2.98,7.35万公里,1.5L,手动
菲亚特 菲翔 2012款 1.4T 自动悦享版,3.98,8.66万公里,1.4T,自动
马自达 阿特兹 2015款 2.5L 蓝天尊崇版,12.98,10.07万公里,2.5L,自动
福特 福克斯 2018款 两厢经典 1.6L 自动风尚型智行版,7.78,1.14万公里,1.6L,自动
江淮 瑞风S3 2016款 1.5L 手动豪华智能型,3.48,5.31万公里,1.5L,手动
丰田 汉兰达 2015款 2.0T 四驱豪华版 7座,25.50,6.63万公里,2.0T,自动
福特 经典全顺 2013款 2.8T柴油普通型短轴中顶JX493ZLQ4,6.60,13.11万公里,2.8T,手动
别克 英朗 2013款 GT 1.6L 自动时尚版,4.80,12.29万公里,1.6L,自动
福特 福克斯 2013款 两厢经典 1.8L 自动基本型,5.20,3.17万公里,1.8L,自动
标致3008 2015款 1.6THP 自动经典版,6.40,14.75万公里,1.6T,自动
丰田 雷凌 2019款 185T CVT豪华版 国VI,11.00,2.11万公里,1.2T,自动
雪铁龙C4L 2013款 1.6L 手动劲智版,4.88,5.2万公里,1.6L,手动
奔驰B级 2012款 B 200(进口),13.50,8.74万公里,1.6T,自动
大众 帕萨特 2014款 1.8TSI DSG尊荣版,9.78,13.38万公里,1.8T,自动
大众POLO 2013款 1.4L 手动风尚版,3.70,14.11万公里,1.4L,手动
别克GL8 2014款 2.4L 经典版,10.80,7.84万公里,2.4L,自动
比亚迪F3 2012款 节能版 1.5L 手动舒适型,2.50,1.66万公里,1.5L,手动
别克 凯越 2015款 1.5L 自动经典型,3.98,5.86万公里,1.5L,自动
福特 福克斯 2012款 两厢 1.6L 自动风尚型,5.90,7.37万公里,1.6L,自动
纳智捷 优6 SUV 2015款 1.8T 时尚型,5.30,6.11万公里,1.8T,自动
丰田 威驰 2014款 1.3L 自动型尚版,5.78,4.51万公里,1.3L,自动
起亚KX CROSS 2017款 1.4L AT GLS,6.68,6.67万公里,1.4L,自动
雪佛兰 科鲁兹 2009款 1.8L SE AT,2.88,16.07万公里,1.8L,自动
DS 6 2014款 1.6T 豪华版THP200,9.00,8.3万公里,1.6T,自动
福特 福睿斯 2015款 1.5L 手动舒适型,5.28,9.41万公里,1.5L,手动
大众 桑塔纳 2013款 1.4L 手动风尚版,3.58,6.02万公里,1.4L,手动
现代ix25 2015款 1.6L 自动两驱时尚型GS,7.80,6.63万公里,1.6L,自动
起亚K2 2015款 三厢 1.4L AT GLS,4.80,6.47万公里,1.4L,自动
大众 捷达 2015款 质惠版 1.6L 手动舒适型,5.20,7.12万公里,1.6L,手动
丰田 汉兰达 2009款 2.7L 两驱7座豪华版,12.80,14.06万公里,2.7L,自动
福特 福睿斯 2015款 1.5L 自动时尚型,6.70,4.09万公里,1.5L,自动
日产 逍客 2012款 2.0XL 火 CVT 2WD,6.85,5.27万公里,2.0L,自动
MG 锐行 2016款 1.5L 自动超值豪华版,5.38,3.08万公里,1.5L,自动
斯柯达 速派 2016款 TSI280 DSG前行版,10.60,1.41万公里,1.4T,自动
宝马X1 2012款 sDrive18i 时尚型,8.60,11.49万公里,2.0L,自动
福特 蒙迪欧 2013款 2.0L GTDi200时尚型,9.28,8.62万公里,2.0T,自动
众泰T600 2014款 1.5T 手动尊贵型,3.00,9.6万公里,1.5T,手动
日产 天籁 2008款 2.5L XL领先版,6.68,15.87万公里,2.5L,自动
现代 领动 2016款 1.6L 自动智炫·精英型,7.58,4万公里,1.6L,自动
别克 英朗 2014款 XT 1.6L 自动时尚版,5.50,5.53万公里,1.6L,自动
大众 途观 2016款 300TSI 自动两驱风尚版,12.50,8.34万公里,1.8T,自动
福特 蒙迪欧 2013款 2.0L GTDi200时尚型,9.98,7.75万公里,2.0T,自动
奔驰GLK级 2012款 GLK 300 4MATIC 时尚型,14.80,12.3万公里,3.0L,自动
宝马5系 2014款 525Li 领先型,25.68,11.01万公里,2.0T,自动
大众 帕萨特 2013款 1.8TSI DSG至尊版,9.60,12.47万公里,1.8T,自动
福特 福克斯 2011款 两厢 1.8L 自动时尚型,3.76,6.69万公里,1.8L,自动
长城C30 2012款 1.5L 手动舒适型,1.68,8.31万公里,1.5L,手动
本田CR-V 2010款 2.0L 自动两驱都市版,6.38,16.52万公里,2.0L,自动
别克 昂科威 2015款 20T 两驱精英型,10.88,8.48万公里,1.5T,自动
大众 甲壳虫 2010款 1.6 AT(进口),6.80,10.01万公里,1.6L,自动
别克 君威 2015款 2.0L 精英时尚型,8.28,8.69万公里,2.0L,自动
斯柯达 晶锐 2012款 1.4L 自动晶致版,3.88,8.82万公里,1.4L,自动
现代ix35 2012款 2.0L 自动两驱精英版GLS,6.68,12.51万公里,2.0L,自动
别克 阅朗 2018款 18T 自动旗舰型,8.58,2万公里,1.3T,自动
马自达 睿翼 2011款 2.0L 自动精英版,6.00,9.66万公里,2.0L,自动
林肯MKC 2016款 2.0T 两驱尊享版,15.98,9.68万公里,2.0T,自动
大众 速腾 2014款 1.4TSI 自动豪华型,6.80,7.57万公里,1.4T,自动
奥迪Q3 2020款 Sportback 45 TFSI quattro,31.38,0.29万公里,2.0T,自动
奔驰R级 2011款 R 300 L 商务型(进口),24.60,13.62万公里,3.0L,自动
福特 锐界 2012款 2.0T 尊锐型(进口),14.68,6.31万公里,2.0T,自动
英菲尼迪QX50 2015款 2.5L 悦享版,23.80,1.2万公里,2.5L,自动
2020款 别克英朗 1.3T 自动 （公司定制版）,7.88,0.01万公里,1.3L,自动
丰田 皇冠 2018款 2.0T 时尚版,24.80,4.5万公里,2.0T,自动
雪铁龙 世嘉 2010款 两厢 1.6L 自动尚乐版,2.30,15.99万公里,1.6L,自动
大众 宝来 2015款 质惠版 1.6L 自动舒适型,7.20,3.69万公里,1.6L,自动
斯柯达 晶锐 2012款 1.6L 自动晶享版,4.60,0.39万公里,1.6L,自动
丰田 汉兰达 2015款 2.0T 四驱豪华版 7座,26.80,5.49万公里,2.0T,自动
福特 福克斯 2013款 三厢经典 1.8L 手动基本型,4.30,1.91万公里,1.8L,手动
奔驰GLA级 2015款 GLA 200 动感型,15.98,5.82万公里,1.6T,自动
哈弗H6 2015款 升级版 1.5T 手动两驱精英型,5.10,6.54万公里,1.5T,手动
斯柯达 明锐 2013款 1.6L 手动逸致版,3.58,11.31万公里,1.6L,手动
起亚 狮跑 2013款 2.0L 手动两驱版GL,4.38,7.84万公里,2.0L,手动
大众 桑塔纳 2015款 1.6L 自动舒适版,5.20,3.38万公里,1.6L,自动
大众 高尔夫 2014款 1.4TSI 自动豪华型,8.60,9万公里,1.4T,自动
日产 纳瓦拉 2017款 2.5L自动两驱豪华版QR25,12.20,2.02万公里,2.5L,自动
奔驰GLA级 2015款 GLA 200 时尚型,16.58,4.84万公里,1.6T,自动
奥迪A6L 2014款 TFSI 标准型,19.50,14.53万公里,2.0T,自动
雪铁龙C4L 2014款 1.8L 智驱版 自动劲智型,5.80,6.27万公里,1.8L,自动
雪佛兰 迈锐宝XL 2018款 530T 自动锐逸版,10.80,4.68万公里,1.5T,自动
大众 辉腾 2011款 3.6L V6 5座加长Indivspecidual版(进口),19.60,15.6万公里,3.6L,自动
福特 福克斯 2012款 两厢 1.6L 自动风尚型,6.58,3.05万公里,1.6L,自动
丰田 雷凌 2014款 1.6G CVT精英版,7.60,6.84万公里,1.6L,自动
斯柯达 晶锐 2011款 1.6L 自动酷黑版,3.20,11.72万公里,1.6L,自动
雪佛兰 科鲁兹 2012款 1.6L SE MT,2.98,10.51万公里,1.6L,手动
本田 思域 2016款 220TURBO CVT豪华版,10.80,4.69万公里,1.5T,自动
长安 逸动 2016款 1.6L 自动风尚型,4.98,3.21万公里,1.6L,自动
日产 天籁 2016款 2.0L XL舒适版,13.20,6.65万公里,2.0L,自动
大众 途观 2013款 1.8TSI 自动两驱豪华型,9.68,15.21万公里,1.8T,自动
标致3008 2013款 1.6THP 自动潮流版,6.80,7.54万公里,1.6T,自动
福特 翼搏 2013款 1.5L 自动尊贵型,6.50,3.22万公里,1.5L,自动
丰田 卡罗拉 2009款 1.6L 自动GL天窗特别版,4.80,8.65万公里,1.6L,自动
菲亚特 菲翔 2012款 1.4T 自动劲享版,5.50,7.28万公里,1.4T,自动
本田 缤智 2015款 1.5L CVT两驱舒适型,9.88,6.46万公里,1.5L,自动
雪佛兰 科鲁兹 2013款 1.6L SL MT,4.00,7.62万公里,1.6L,手动
福特 嘉年华 2013款 两厢 1.5L 自动时尚型,4.42,8.9万公里,1.5L,自动
雪佛兰 科鲁兹 2015款 1.5L 经典 SE MT,5.18,5.72万公里,1.5L,手动
斯柯达 速派 2016款 TSI330 DSG创行版,10.86,6.05万公里,1.8T,自动
现代 途胜 2015款 1.6T 双离合两驱智能型,11.80,6.16万公里,1.6T,自动
大众 辉腾 2011款 3.6L V6 5座加长舒适版(进口),17.99,14.7万公里,3.6L,自动
长安CS35 2012款 1.6L 手动豪华型 国IV,2.75,13.38万公里,1.6L,手动
奇瑞 风云2 2013款 两厢 1.5L 手动锐意版,1.80,8.7万公里,1.5L,手动
长城C50 2012款 1.5T 手动精英型,2.99,8.86万公里,1.5T,手动
丰田 卡罗拉 2017款 1.2T CVT GL,8.88,6.21万公里,1.2T,自动
